head,tail,relation,head_name,tail_name,head_type,tail_type,score,predicted,actual
21605,9679,drug-gene,"('4751', 'NEK2', 'gene/protein')","('DB07180', '5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H-pyrrole-3-carboxamide', 'drug')",unknown,unknown,4.619788369875444e-24,0,1.0
9679,21605,drug-gene,"('DB07180', '5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H-pyrrole-3-carboxamide', 'drug')","('4751', 'NEK2', 'gene/protein')",unknown,unknown,4.619788369875444e-24,0,1.0
9679,21605,drug-gene,"('DB07180', '5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H-pyrrole-3-carboxamide', 'drug')","('4751', 'NEK2', 'gene/protein')",unknown,unknown,4.6198242630466315e-24,0,1.0
7517,20839,drug-gene,"('DB02759', '4-methyl-umbelliferyl-N-acetyl-chitobiose', 'drug')","('4069', 'LYZ', 'gene/protein')",unknown,unknown,8.61968116295826e-24,0,1.0
20839,7517,drug-gene,"('4069', 'LYZ', 'gene/protein')","('DB02759', '4-methyl-umbelliferyl-N-acetyl-chitobiose', 'drug')",unknown,unknown,8.61968116295826e-24,0,1.0
11712,27652,drug-gene,"('DB14041', 'Fremanezumab', 'drug')","('797', 'CALCB', 'gene/protein')",unknown,unknown,1.1303763826893742e-23,0,1.0
27652,11712,drug-gene,"('797', 'CALCB', 'gene/protein')","('DB14041', 'Fremanezumab', 'drug')",unknown,unknown,1.1303851390454222e-23,0,1.0
7842,15733,drug-gene,"('DB03413', ""Deoxyuridine-5'-Diphosphate"", 'drug')","('1854', 'DUT', 'gene/protein')",unknown,unknown,1.5719074638084378e-22,0,1.0
15733,7842,drug-gene,"('1854', 'DUT', 'gene/protein')","('DB03413', ""Deoxyuridine-5'-Diphosphate"", 'drug')",unknown,unknown,1.57191352226019e-22,0,1.0
10300,24147,drug-gene,"('DB08038', 'L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide', 'drug')","('5650', 'KLK7', 'gene/protein')",unknown,unknown,2.1140790684101005e-22,0,1.0
24147,10300,drug-gene,"('5650', 'KLK7', 'gene/protein')","('DB08038', 'L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide', 'drug')",unknown,unknown,2.1140952242814395e-22,0,1.0
7732,20839,drug-gene,"('DB03189', 'Cu-Cyclam', 'drug')","('4069', 'LYZ', 'gene/protein')",unknown,unknown,3.0577982918180455e-22,0,1.0
20839,7732,drug-gene,"('4069', 'LYZ', 'gene/protein')","('DB03189', 'Cu-Cyclam', 'drug')",unknown,unknown,3.05783312791562e-22,0,1.0
10041,12121,drug-gene,"('DB07677', '2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one', 'drug')","('10039', 'PARP3', 'gene/protein')",unknown,unknown,3.4599992136715957e-22,0,1.0
12121,10041,drug-gene,"('10039', 'PARP3', 'gene/protein')","('DB07677', '2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one', 'drug')",unknown,unknown,3.4600123403170585e-22,0,1.0
15202,11535,drug-gene,"('1555', 'CYP2B6', 'gene/protein')","('DB13132', 'Artemisinin', 'drug')",unknown,unknown,2.106505094952216e-21,0,1.0
11535,15202,drug-gene,"('DB13132', 'Artemisinin', 'drug')","('1555', 'CYP2B6', 'gene/protein')",unknown,unknown,2.106505094952216e-21,0,1.0
25225,8589,drug-gene,"('6122', 'RPL3', 'gene/protein')","('DB04865', 'Omacetaxine mepesuccinate', 'drug')",unknown,unknown,8.496558206544323e-20,0,1.0
8589,25225,drug-gene,"('DB04865', 'Omacetaxine mepesuccinate', 'drug')","('6122', 'RPL3', 'gene/protein')",unknown,unknown,8.496558206544323e-20,0,1.0
18624,9029,drug-gene,"('2852', 'GPER1', 'gene/protein')","('DB05939', 'MK-0354', 'drug')",unknown,unknown,9.86009112932983e-20,0,1.0
9029,18624,drug-gene,"('DB05939', 'MK-0354', 'drug')","('2852', 'GPER1', 'gene/protein')",unknown,unknown,9.86009112932983e-20,0,1.0
18624,9029,drug-gene,"('2852', 'GPER1', 'gene/protein')","('DB05939', 'MK-0354', 'drug')",unknown,unknown,9.860128610951337e-20,0,1.0
9029,18624,drug-gene,"('DB05939', 'MK-0354', 'drug')","('2852', 'GPER1', 'gene/protein')",unknown,unknown,9.860128610951337e-20,0,1.0
10667,15050,drug-gene,"('DB08594', 'TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE', 'drug')","('1513', 'CTSK', 'gene/protein')",unknown,unknown,3.379222278338181e-19,0,1.0
15050,10667,drug-gene,"('1513', 'CTSK', 'gene/protein')","('DB08594', 'TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE', 'drug')",unknown,unknown,3.379222278338181e-19,0,1.0
19450,11453,drug-gene,"('3356', 'HTR2A', 'gene/protein')","('DB12465', 'Ketanserin', 'drug')",unknown,unknown,3.7699239800774697e-19,0,1.0
11453,19450,drug-gene,"('DB12465', 'Ketanserin', 'drug')","('3356', 'HTR2A', 'gene/protein')",unknown,unknown,3.7699239800774697e-19,0,1.0
19450,11453,drug-gene,"('3356', 'HTR2A', 'gene/protein')","('DB12465', 'Ketanserin', 'drug')",unknown,unknown,3.7699239800774697e-19,0,1.0
11453,19450,drug-gene,"('DB12465', 'Ketanserin', 'drug')","('3356', 'HTR2A', 'gene/protein')",unknown,unknown,3.7699239800774697e-19,0,1.0
13023,7972,drug-gene,"('10873', 'ME3', 'gene/protein')","('DB03680', 'Tartronate', 'drug')",unknown,unknown,5.899760253506369e-19,0,1.0
7972,13023,drug-gene,"('DB03680', 'Tartronate', 'drug')","('10873', 'ME3', 'gene/protein')",unknown,unknown,5.899760253506369e-19,0,1.0
11159,20962,drug-gene,"('DB11075', 'Hypromellose', 'drug')","('4072', 'EPCAM', 'gene/protein')",unknown,unknown,9.961454875567844e-19,0,1.0
20962,11159,drug-gene,"('4072', 'EPCAM', 'gene/protein')","('DB11075', 'Hypromellose', 'drug')",unknown,unknown,9.961454875567844e-19,0,1.0
8104,26753,drug-gene,"('DB03944', '5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One', 'drug')","('7134', 'TNNC1', 'gene/protein')",unknown,unknown,1.0241970432848358e-18,0,1.0
26753,8104,drug-gene,"('7134', 'TNNC1', 'gene/protein')","('DB03944', '5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One', 'drug')",unknown,unknown,1.0242009723927455e-18,0,1.0
8104,26753,drug-gene,"('DB03944', '5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One', 'drug')","('7134', 'TNNC1', 'gene/protein')",unknown,unknown,1.024204901500655e-18,0,1.0
26753,8104,drug-gene,"('7134', 'TNNC1', 'gene/protein')","('DB03944', '5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One', 'drug')",unknown,unknown,1.0242088306085647e-18,0,1.0
14423,9465,drug-gene,"('1360', 'CPB1', 'gene/protein')","('DB06921', '(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID', 'drug')",unknown,unknown,9.215304048639899e-18,0,1.0
9465,14423,drug-gene,"('DB06921', '(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID', 'drug')","('1360', 'CPB1', 'gene/protein')",unknown,unknown,9.215339617406238e-18,0,1.0
14423,9465,drug-gene,"('1360', 'CPB1', 'gene/protein')","('DB06921', '(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID', 'drug')",unknown,unknown,9.215339617406238e-18,0,1.0
9465,14423,drug-gene,"('DB06921', '(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID', 'drug')","('1360', 'CPB1', 'gene/protein')",unknown,unknown,9.215339617406238e-18,0,1.0
10067,11877,drug-gene,"('DB07711', '(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol', 'drug')","('100', 'ADA', 'gene/protein')",unknown,unknown,1.3212052998497079e-17,0,1.0
11877,10067,drug-gene,"('100', 'ADA', 'gene/protein')","('DB07711', '(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol', 'drug')",unknown,unknown,1.3212052998497079e-17,0,1.0
10067,11877,drug-gene,"('DB07711', '(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol', 'drug')","('100', 'ADA', 'gene/protein')",unknown,unknown,1.3212052998497079e-17,0,1.0
11877,10067,drug-gene,"('100', 'ADA', 'gene/protein')","('DB07711', '(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol', 'drug')",unknown,unknown,1.3212052998497079e-17,0,1.0
8415,15684,drug-gene,"('DB04578', '(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide', 'drug')","('1803', 'DPP4', 'gene/protein')",unknown,unknown,2.4556573710588287e-17,0,1.0
15684,8415,drug-gene,"('1803', 'DPP4', 'gene/protein')","('DB04578', '(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide', 'drug')",unknown,unknown,2.4556573710588287e-17,0,1.0
15684,8415,drug-gene,"('1803', 'DPP4', 'gene/protein')","('DB04578', '(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide', 'drug')",unknown,unknown,2.4556573710588287e-17,0,1.0
8415,15684,drug-gene,"('DB04578', '(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide', 'drug')","('1803', 'DPP4', 'gene/protein')",unknown,unknown,2.4556573710588287e-17,0,1.0
17267,8475,drug-gene,"('2516', 'NR5A1', 'gene/protein')","('DB04683', '(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE', 'drug')",unknown,unknown,3.624356704861115e-17,0,1.0
8475,17267,drug-gene,"('DB04683', '(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE', 'drug')","('2516', 'NR5A1', 'gene/protein')",unknown,unknown,3.624356704861115e-17,0,1.0
7444,11877,drug-gene,"('DB02616', 'FR117016', 'drug')","('100', 'ADA', 'gene/protein')",unknown,unknown,3.6608178336457173e-17,0,1.0
11877,7444,drug-gene,"('100', 'ADA', 'gene/protein')","('DB02616', 'FR117016', 'drug')",unknown,unknown,3.6608178336457173e-17,0,1.0
20797,7981,drug-gene,"('4047', 'LSS', 'gene/protein')","('DB03696', 'Lanosterol', 'drug')",unknown,unknown,3.702289360836676e-17,0,1.0
7981,20797,drug-gene,"('DB03696', 'Lanosterol', 'drug')","('4047', 'LSS', 'gene/protein')",unknown,unknown,3.702303257470967e-17,0,1.0
7981,20797,drug-gene,"('DB03696', 'Lanosterol', 'drug')","('4047', 'LSS', 'gene/protein')",unknown,unknown,3.702303257470967e-17,0,1.0
20797,7981,drug-gene,"('4047', 'LSS', 'gene/protein')","('DB03696', 'Lanosterol', 'drug')",unknown,unknown,3.702303257470967e-17,0,1.0
7256,16116,drug-gene,"('DB02239', 'Laevulinic Acid', 'drug')","('210', 'ALAD', 'gene/protein')",unknown,unknown,4.240633061864967e-17,0,1.0
16116,7256,drug-gene,"('210', 'ALAD', 'gene/protein')","('DB02239', 'Laevulinic Acid', 'drug')",unknown,unknown,4.240633061864967e-17,0,1.0
7256,16116,drug-gene,"('DB02239', 'Laevulinic Acid', 'drug')","('210', 'ALAD', 'gene/protein')",unknown,unknown,4.240633061864967e-17,0,1.0
16116,7256,drug-gene,"('210', 'ALAD', 'gene/protein')","('DB02239', 'Laevulinic Acid', 'drug')",unknown,unknown,4.240649274604973e-17,0,1.0
9708,24012,drug-gene,"('DB07217', 'N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide', 'drug')","('5602', 'MAPK10', 'gene/protein')",unknown,unknown,4.385639146734493e-17,0,1.0
24012,9708,drug-gene,"('5602', 'MAPK10', 'gene/protein')","('DB07217', 'N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide', 'drug')",unknown,unknown,4.385639146734493e-17,0,1.0
7948,24012,drug-gene,"('DB03623', '9-(4-Hydroxyphenyl)-2,7-Phenanthroline', 'drug')","('5602', 'MAPK10', 'gene/protein')",unknown,unknown,5.0390085985109383e-17,0,1.0
24012,7948,drug-gene,"('5602', 'MAPK10', 'gene/protein')","('DB03623', '9-(4-Hydroxyphenyl)-2,7-Phenanthroline', 'drug')",unknown,unknown,5.0390085985109383e-17,0,1.0
16072,9738,drug-gene,"('2050', 'EPHB4', 'gene/protein')","('DB07250', ""N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE"", 'drug')",unknown,unknown,6.125502723037705e-17,0,1.0
9738,16072,drug-gene,"('DB07250', ""N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE"", 'drug')","('2050', 'EPHB4', 'gene/protein')",unknown,unknown,6.125502723037705e-17,0,1.0
29326,9697,drug-gene,"('8565', 'YARS1', 'gene/protein')","('DB07205', ""N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE"", 'drug')",unknown,unknown,9.349580773783999e-17,0,1.0
9697,29326,drug-gene,"('DB07205', ""N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE"", 'drug')","('8565', 'YARS1', 'gene/protein')",unknown,unknown,9.349580773783999e-17,0,1.0
18972,11555,drug-gene,"('2977', 'GUCY1A2', 'gene/protein')","('DB13170', 'Plecanatide', 'drug')",unknown,unknown,1.4397410757219448e-16,0,1.0
11555,18972,drug-gene,"('DB13170', 'Plecanatide', 'drug')","('2977', 'GUCY1A2', 'gene/protein')",unknown,unknown,1.4397520606804795e-16,0,1.0
10282,24012,drug-gene,"('DB08011', '(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime', 'drug')","('5602', 'MAPK10', 'gene/protein')",unknown,unknown,1.8303495252548773e-16,0,1.0
24012,10282,drug-gene,"('5602', 'MAPK10', 'gene/protein')","('DB08011', '(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime', 'drug')",unknown,unknown,1.8303495252548773e-16,0,1.0
8704,11877,drug-gene,"('DB05057', 'Erdosteine', 'drug')","('100', 'ADA', 'gene/protein')",unknown,unknown,1.8625948784167665e-16,0,1.0
11877,8704,drug-gene,"('100', 'ADA', 'gene/protein')","('DB05057', 'Erdosteine', 'drug')",unknown,unknown,1.8625948784167665e-16,0,1.0
8704,11877,drug-gene,"('DB05057', 'Erdosteine', 'drug')","('100', 'ADA', 'gene/protein')",unknown,unknown,1.8626091720977514e-16,0,1.0
11877,8704,drug-gene,"('100', 'ADA', 'gene/protein')","('DB05057', 'Erdosteine', 'drug')",unknown,unknown,1.8626091720977514e-16,0,1.0
9271,19928,drug-gene,"('DB06602', 'Reslizumab', 'drug')","('3567', 'IL5', 'gene/protein')",unknown,unknown,1.9755647213832566e-16,0,1.0
19928,9271,drug-gene,"('3567', 'IL5', 'gene/protein')","('DB06602', 'Reslizumab', 'drug')",unknown,unknown,1.9755647213832566e-16,0,1.0
19928,9271,drug-gene,"('3567', 'IL5', 'gene/protein')","('DB06602', 'Reslizumab', 'drug')",unknown,unknown,1.9755647213832566e-16,0,1.0
9271,19928,drug-gene,"('DB06602', 'Reslizumab', 'drug')","('3567', 'IL5', 'gene/protein')",unknown,unknown,1.9755647213832566e-16,0,1.0
30258,9287,drug-gene,"('931', 'MS4A1', 'gene/protein')","('DB06650', 'Ofatumumab', 'drug')",unknown,unknown,2.1222304614338088e-16,0,1.0
9287,30258,drug-gene,"('DB06650', 'Ofatumumab', 'drug')","('931', 'MS4A1', 'gene/protein')",unknown,unknown,2.1222384023676893e-16,0,1.0
10248,16063,drug-gene,"('DB07970', '5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide', 'drug')","('2045', 'EPHA7', 'gene/protein')",unknown,unknown,3.323044718558997e-16,0,1.0
16063,10248,drug-gene,"('2045', 'EPHA7', 'gene/protein')","('DB07970', '5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide', 'drug')",unknown,unknown,3.3230571593554096e-16,0,1.0
16063,10248,drug-gene,"('2045', 'EPHA7', 'gene/protein')","('DB07970', '5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide', 'drug')",unknown,unknown,3.3230571593554096e-16,0,1.0
10248,16063,drug-gene,"('DB07970', '5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide', 'drug')","('2045', 'EPHA7', 'gene/protein')",unknown,unknown,3.3230571593554096e-16,0,1.0
18884,7850,drug-gene,"('291', 'SLC25A4', 'gene/protein')","('DB03429', 'Tetrastearoyl cardiolipin', 'drug')",unknown,unknown,3.5969902614754105e-16,0,1.0
7850,18884,drug-gene,"('DB03429', 'Tetrastearoyl cardiolipin', 'drug')","('291', 'SLC25A4', 'gene/protein')",unknown,unknown,3.5969902614754105e-16,0,1.0
18884,7850,drug-gene,"('291', 'SLC25A4', 'gene/protein')","('DB03429', 'Tetrastearoyl cardiolipin', 'drug')",unknown,unknown,3.5969902614754105e-16,0,1.0
7850,18884,drug-gene,"('DB03429', 'Tetrastearoyl cardiolipin', 'drug')","('291', 'SLC25A4', 'gene/protein')",unknown,unknown,3.5970177900461963e-16,0,1.0
5657,30258,drug-gene,"('DB00073', 'Rituximab', 'drug')","('931', 'MS4A1', 'gene/protein')",unknown,unknown,3.9266321911407347e-16,0,1.0
30258,5657,drug-gene,"('931', 'MS4A1', 'gene/protein')","('DB00073', 'Rituximab', 'drug')",unknown,unknown,3.9266321911407347e-16,0,1.0
5657,30258,drug-gene,"('DB00073', 'Rituximab', 'drug')","('931', 'MS4A1', 'gene/protein')",unknown,unknown,3.9266321911407347e-16,0,1.0
30258,5657,drug-gene,"('931', 'MS4A1', 'gene/protein')","('DB00073', 'Rituximab', 'drug')",unknown,unknown,3.9266321911407347e-16,0,1.0
26861,10427,drug-gene,"('7276', 'TTR', 'gene/protein')","('DB08206', '4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL', 'drug')",unknown,unknown,4.555320955718762e-16,0,1.0
10427,26861,drug-gene,"('DB08206', '4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL', 'drug')","('7276', 'TTR', 'gene/protein')",unknown,unknown,4.555320955718762e-16,0,1.0
21692,7330,drug-gene,"('4860', 'PNP', 'gene/protein')","('DB02391', '2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One', 'drug')",unknown,unknown,5.713934972620557e-16,0,1.0
7330,21692,drug-gene,"('DB02391', '2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One', 'drug')","('4860', 'PNP', 'gene/protein')",unknown,unknown,5.71395667783983e-16,0,1.0
9128,19225,drug-gene,"('DB06226', 'Nelipepimut-S', 'drug')","('3105', 'HLA-A', 'gene/protein')",unknown,unknown,7.211280112107306e-16,0,1.0
19225,9128,drug-gene,"('3105', 'HLA-A', 'gene/protein')","('DB06226', 'Nelipepimut-S', 'drug')",unknown,unknown,7.211280112107306e-16,0,1.0
19225,9128,drug-gene,"('3105', 'HLA-A', 'gene/protein')","('DB06226', 'Nelipepimut-S', 'drug')",unknown,unknown,7.211280112107306e-16,0,1.0
9128,19225,drug-gene,"('DB06226', 'Nelipepimut-S', 'drug')","('3105', 'HLA-A', 'gene/protein')",unknown,unknown,7.211280112107306e-16,0,1.0
25405,6618,drug-gene,"('6323', 'SCN1A', 'gene/protein')","('DB01121', 'Phenacemide', 'drug')",unknown,unknown,7.558682734489777e-16,0,1.0
6618,25405,drug-gene,"('DB01121', 'Phenacemide', 'drug')","('6323', 'SCN1A', 'gene/protein')",unknown,unknown,7.558711851247339e-16,0,1.0
22634,11147,drug-gene,"('528', 'ATP6V1C1', 'gene/protein')","('DB09552', 'Thonzonium', 'drug')",unknown,unknown,8.814504370000843e-16,0,1.0
11147,22634,drug-gene,"('DB09552', 'Thonzonium', 'drug')","('528', 'ATP6V1C1', 'gene/protein')",unknown,unknown,8.814504370000843e-16,0,1.0
22259,11868,drug-gene,"('5133', 'PDCD1', 'gene/protein')","('DB15627', 'Dostarlimab', 'drug')",unknown,unknown,1.1076636086959093e-15,0,1.0
11868,22259,drug-gene,"('DB15627', 'Dostarlimab', 'drug')","('5133', 'PDCD1', 'gene/protein')",unknown,unknown,1.1076636086959093e-15,0,1.0
21197,7268,drug-gene,"('435', 'ASL', 'gene/protein')","('DB02267', 'Argininosuccinate', 'drug')",unknown,unknown,1.5258420806894628e-15,0,1.0
7268,21197,drug-gene,"('DB02267', 'Argininosuccinate', 'drug')","('435', 'ASL', 'gene/protein')",unknown,unknown,1.5258477981618568e-15,0,1.0
5942,26789,drug-gene,"('DB00389', 'Carbimazole', 'drug')","('7173', 'TPO', 'gene/protein')",unknown,unknown,1.7546195387539818e-15,0,1.0
26789,5942,drug-gene,"('7173', 'TPO', 'gene/protein')","('DB00389', 'Carbimazole', 'drug')",unknown,unknown,1.7546262091384414e-15,0,1.0
10209,29456,drug-gene,"('DB07913', 'HOMOPHENYLALANINYLMETHANE', 'drug')","('8722', 'CTSF', 'gene/protein')",unknown,unknown,2.5955152029098327e-15,0,1.0
29456,10209,drug-gene,"('8722', 'CTSF', 'gene/protein')","('DB07913', 'HOMOPHENYLALANINYLMETHANE', 'drug')",unknown,unknown,2.5955152029098327e-15,0,1.0
29456,10209,drug-gene,"('8722', 'CTSF', 'gene/protein')","('DB07913', 'HOMOPHENYLALANINYLMETHANE', 'drug')",unknown,unknown,2.5955346846676195e-15,0,1.0
10209,29456,drug-gene,"('DB07913', 'HOMOPHENYLALANINYLMETHANE', 'drug')","('8722', 'CTSF', 'gene/protein')",unknown,unknown,2.5955346846676195e-15,0,1.0
11485,14358,drug-gene,"('DB12670', 'Rolofylline', 'drug')","('134', 'ADORA1', 'gene/protein')",unknown,unknown,2.6504855236042686e-15,0,1.0
